name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
hyundai verna crdi sx abs,2009,325000,25000,diesel,individual,manual,third owner
maruti wagon r stingray vxi,2013,270000,74000,petrol,individual,manual,third owner
maruti celerio vxi,2015,300000,60000,petrol,individual,manual,third owner
volkswagen vento diesel trendline,2011,325000,70000,diesel,individual,manual,first owner
tata new safari dicor 2.2 ex 4x2,2010,350000,100000,diesel,individual,manual,first owner
hyundai verna crdi sx,2008,229999,146000,diesel,individual,manual,third owner
maruti swift dzire ldi,2012,325000,120000,diesel,individual,manual,second owner
maruti wagon r lxi,2005,70000,70000,petrol,individual,manual,second owner
skoda laura ambiente,2008,190000,120000,diesel,individual,manual,third owner
chevrolet cruze ltz,2011,345000,65500,diesel,individual,manual,first owner
mahindra scorpio 1.99 s10,2016,1025000,70000,diesel,individual,manual,first owner
maruti alto 800 lxi,2012,120000,50000,petrol,individual,manual,first owner
maruti alto lxi bsiii,2009,114999,90000,petrol,individual,manual,second owner
honda city 1.5 s mt,2009,300000,120000,petrol,individual,manual,second owner
maruti celerio vxi,2016,340000,56000,petrol,dealer,manual,first owner
maruti wagon r lxi,2005,90000,70000,petrol,individual,manual,second owner
maruti alto lx,2006,150000,140300,petrol,individual,manual,first owner
maruti alto k10 2010-2014 vxi,2010,115999,70000,petrol,individual,manual,first owner
toyota etios liva 1.4 vd,2017,425000,36000,diesel,dealer,manual,first owner
honda amaze vx o idtec,2017,550000,12997,diesel,dealer,manual,first owner
maruti ciaz 1.4 at zeta,2017,500000,40000,petrol,individual,automatic,first owner
mahindra quanto c8,2013,300000,25000,diesel,individual,manual,second owner
hyundai verna crdi 1.6 sx option,2018,1150000,26430,diesel,dealer,manual,first owner
maruti swift 1.3 vxi abs,2015,475000,24600,petrol,dealer,manual,first owner
maruti wagon r lxi,2011,260000,28481,petrol,dealer,manual,first owner
ford ecosport 1.0 ecoboost titanium optional,2013,350000,100000,petrol,individual,manual,first owner
mahindra xuv500 w8 2wd,2013,750000,41988,diesel,dealer,manual,first owner
renault kwid climber 1.0 amt bsiv,2017,350000,7658,petrol,dealer,automatic,first owner
maruti wagon r lxi,2009,180000,30375,petrol,dealer,manual,first owner
maruti swift dzire vdi,2017,611000,34400,diesel,dealer,manual,first owner
renault kwid rxl bsiv,2017,325000,18500,petrol,dealer,manual,first owner
hyundai eon 1.0 era plus,2012,225000,48000,petrol,dealer,manual,first owner
maruti wagon r amt vxi,2014,300000,28942,petrol,dealer,automatic,first owner
mahindra bolero power plus slx,2017,400000,50000,diesel,individual,manual,second owner
mahindra xuv500 w8 2wd,2012,711000,53600,diesel,dealer,manual,first owner
toyota innova 2.5 g (diesel) 8 seater,2015,851000,53652,diesel,dealer,manual,first owner
maruti wagon r vxi,2016,375000,23000,petrol,dealer,manual,second owner
maruti zen estilo lxi bsiii,2007,275000,10211,petrol,individual,manual,first owner
mahindra scorpio 2.6 slx turbo 7 seater,2005,120000,120000,diesel,individual,manual,third owner
maruti celerio zdi,2015,350000,120000,diesel,individual,manual,first owner
maruti celerio zxi,2017,409999,35000,petrol,individual,manual,first owner
hyundai verna 1.6 sx,2012,500000,130000,diesel,individual,manual,first owner
nissan sunny diesel xl,2013,220000,90000,diesel,individual,manual,second owner
ford fiesta 1.6 duratec exi ltd,2008,120000,80000,petrol,individual,manual,second owner
hyundai santro xing xk,2007,70000,55000,petrol,individual,manual,second owner
maruti swift dzire zxi plus,2017,800000,15000,petrol,individual,manual,first owner
maruti swift dzire vdi,2014,450000,260000,diesel,individual,manual,second owner
mahindra scorpio sle bsiv,2012,525000,145000,diesel,individual,manual,first owner
datsun go plus remix limited edition,2016,300000,35000,petrol,individual,manual,first owner
hyundai i10 magna,2008,195000,56000,petrol,individual,manual,second owner
ford fiesta classic 1.4 sxi duratorq,2007,130000,98000,diesel,individual,manual,second owner
toyota etios vd,2011,300000,135000,diesel,individual,manual,second owner
maruti alto vxi,2002,120000,60000,petrol,individual,manual,third owner
toyota innova 2.5 g3,2010,450000,120000,diesel,individual,manual,third owner
tata indigo ls,2010,160000,102000,diesel,individual,manual,second owner
mahindra bolero power plus plus ac bsiv ps,2018,800000,35000,diesel,individual,manual,first owner
maruti 800 ac,2013,100000,80000,petrol,individual,manual,first owner
volkswagen polo gti,2017,825000,13599,petrol,dealer,automatic,first owner
maruti alto 800 lxi,2015,265000,32933,petrol,dealer,manual,first owner
maruti wagon r lxi,2008,175000,54551,petrol,dealer,manual,first owner
maruti omni 8 seater bsiv,2014,250999,57112,petrol,dealer,manual,first owner
hyundai xcent 1.2 vtvt s at,2015,471000,41025,petrol,dealer,automatic,first owner
maruti swift dzire ldi,2019,650000,5000,diesel,individual,manual,first owner
maruti swift dzire ldi,2019,650000,5000,diesel,individual,manual,first owner
hyundai eon magna,2012,225000,53122,petrol,dealer,manual,second owner
maruti alto 800 lxi cng,2013,245000,64111,cng,dealer,manual,first owner
maruti ritz lxi,2011,221000,78892,petrol,dealer,manual,first owner
hyundai i20 1.2 asta,2011,271000,74113,petrol,dealer,manual,first owner
maruti wagon r vxi,2012,290000,80000,petrol,dealer,manual,first owner
maruti swift vxi bsiv,2017,525000,39000,petrol,dealer,manual,first owner
volkswagen vento 1.6 highline,2012,377000,84775,petrol,dealer,manual,first owner
tata nano lx se,2012,95000,20778,petrol,dealer,manual,first owner
maruti ertiga vdi,2015,763000,64441,diesel,dealer,manual,first owner
honda amaze s i-vtech,2015,450000,43192,petrol,dealer,manual,first owner
tata nano twist xe,2014,140000,44416,petrol,dealer,manual,first owner
maruti ciaz vdi plus shvs,2016,701000,79991,diesel,dealer,manual,first owner
nissan micra diesel xv,2011,277000,62601,diesel,dealer,manual,second owner
maruti baleno delta automatic,2018,520000,50000,petrol,individual,automatic,first owner
ford figo aspire 1.5 tdci ambiente abs,2017,550000,100000,diesel,individual,manual,first owner
volkswagen vento diesel highline,2011,260000,97000,diesel,individual,manual,third owner
renault pulse rxz,2015,420000,100000,diesel,individual,manual,first owner
opelcorsa 1.4 gl,2002,35000,100000,petrol,individual,manual,third owner
mahindra xuv500 w7 bsiv,2018,1150000,20000,diesel,individual,manual,first owner
maruti ciaz 1.4 zeta,2017,680000,46000,petrol,individual,manual,first owner
maruti swift vdi,2012,425000,40000,diesel,individual,manual,first owner
maruti swift dzire ldi,2014,450000,70000,diesel,individual,manual,second owner
toyota innova 2.5 gx (diesel) 8 seater bs iv,2008,590000,89600,diesel,individual,manual,third owner
volkswagen jetta 1.4 tsi comfortline,2017,936999,60800,petrol,individual,manual,first owner
honda mobilio s i dtec,2015,420000,104000,diesel,individual,manual,second owner
volkswagen polo 1.5 tdi highline,2014,450000,80000,diesel,individual,manual,second owner
maruti 800 ac,2004,40000,69111,petrol,individual,manual,third owner
toyota innova 2.5 g (diesel) 8 seater,2014,520000,70000,diesel,individual,manual,second owner
maruti 800 ac,2007,80000,120000,petrol,individual,manual,first owner
tata nano cx,2014,55000,40000,petrol,individual,manual,first owner
mahindra bolero di dx 7 seater,2001,80000,100000,diesel,individual,manual,third owner
maruti alto 800 lxi,2019,210000,20000,petrol,individual,manual,first owner
ford figo petrol titanium,2015,300000,50000,petrol,individual,manual,second owner
tata tiago 1.05 revotorq xm,2017,260000,50000,diesel,individual,manual,first owner
tata zest quadrajet 1.3,2016,250000,70000,diesel,individual,manual,first owner
tata indica vista aqua tdi bsiii,2008,80000,90000,diesel,individual,manual,first owner
toyota innova 2.5 gx (diesel) 7 seater bs iv,2010,450000,150000,diesel,individual,manual,second owner
toyota innova 2.5 g (diesel) 8 seater bs iv,2005,310000,120000,diesel,individual,manual,second owner
toyota innova 2.5 gx (diesel) 8 seater,2012,500000,100000,diesel,individual,manual,first owner
maruti ertiga shvs vdi,2016,800000,70000,diesel,individual,manual,second owner
hyundai creta 1.6 crdi sx,2016,840000,70000,diesel,individual,manual,second owner
honda amaze s i-vtech,2016,490000,50000,petrol,individual,manual,first owner
tata indica vista aqua 1.4 tdi,2010,125000,81000,diesel,individual,manual,second owner
chevrolet tavera neo 2 ls b4 7 str bsiii,2012,400000,120000,diesel,individual,manual,third owner
chevrolet cruze ltz,2015,1000000,3600,diesel,dealer,manual,first owner
ford figo aspire 1.2 ti-vct titanium plus,2015,530000,14272,petrol,dealer,manual,first owner
ford ecosport 1.5 diesel titanium plus bsiv,2017,840000,49213,diesel,dealer,manual,first owner
hyundai i10 sportz 1.1l,2015,229999,40000,petrol,individual,manual,first owner
maruti 800 std,1998,40000,40000,petrol,individual,manual,fourth & above owner
chevrolet spark 1.0 ls,2012,130000,80000,petrol,individual,manual,first owner
hyundai eon era plus,2015,200000,70000,petrol,individual,manual,first owner
tata indica vista aqua tdi bsiii,2011,120000,70000,diesel,individual,manual,first owner
hyundai santro lp zipplus,2003,75000,57000,petrol,individual,manual,first owner
tata bolt quadrajet xe,2016,250000,120000,diesel,individual,manual,first owner
maruti 800 ac bsiii,2005,100000,30000,petrol,individual,manual,first owner
hyundai eon era plus,2013,280000,3240,petrol,individual,manual,second owner
hyundai i20 magna 1.2,2015,540000,5000,petrol,individual,manual,first owner
hyundai i20 1.2 asta,2018,700000,10000,petrol,individual,manual,first owner
ford figo petrol exi,2014,350000,90000,petrol,individual,manual,second owner
maruti sx4 vdi,2011,320000,100000,diesel,individual,manual,first owner
honda amaze s i-dtec,2016,475000,90000,diesel,individual,manual,first owner
tata manza aura (abs) quadrajet bs iv,2011,220000,140000,diesel,individual,manual,second owner
nissan micra diesel xv premium,2013,210000,13770,diesel,individual,manual,first owner
ford ikon 1.3 flair,2005,61000,4637,petrol,individual,manual,second owner
skoda superb elegance 2.0 tdi cr at,2009,355000,100000,diesel,individual,automatic,second owner
chevrolet beat diesel lt,2012,150000,60000,diesel,individual,manual,first owner
tata indica vista quadrajet lx,2011,133000,80000,diesel,individual,manual,first owner
chevrolet cruze ltz at,2015,650000,50000,diesel,individual,automatic,first owner
nissan micra xl,2014,210000,40000,petrol,individual,manual,second owner
chevrolet beat diesel ls,2013,130000,93900,diesel,individual,manual,second owner
maruti 800 ac,2007,60000,70000,petrol,individual,manual,first owner
mahindra scorpio 2.6 slx turbo 7 seater,2005,120000,120000,diesel,individual,manual,third owner
bmw 5 series 520d luxury line,2017,2900000,40000,diesel,individual,automatic,first owner
hyundai accent crdi,2005,100000,120000,diesel,individual,manual,second owner
maruti zen vxi - bs iii,2004,79000,80000,petrol,individual,manual,first owner
chevrolet beat diesel ls,2012,120000,110000,diesel,individual,manual,first owner
maruti zen lxi - bs iii,2005,125000,34000,petrol,dealer,manual,first owner
chevrolet enjoy 1.3 tcdi ls 8,2013,425000,20000,diesel,dealer,manual,first owner
maruti wagon r lxi,2001,70000,117000,petrol,individual,manual,second owner
maruti swift vxi,2020,619000,1500,petrol,individual,manual,first owner
nissan micra xl,2017,415000,48965,petrol,dealer,manual,first owner
hyundai eon era plus option,2014,265000,55000,petrol,dealer,manual,first owner
tata indica gls bs iv,2008,70000,60000,petrol,individual,manual,first owner
chevrolet sail hatchback 1.3 tcdi,2015,281000,40000,diesel,individual,manual,first owner
tata indigo grand dicor,2013,211000,80000,diesel,individual,manual,first owner
hyundai elite i20 petrol magna exective,2018,550000,11000,petrol,individual,manual,first owner
chevrolet enjoy tcdi lt 8 seater,2014,350000,110000,diesel,individual,manual,first owner
maruti wagon r vxi amt,2017,420000,19890,petrol,dealer,automatic,first owner
renault kwid rxt,2015,270000,20969,petrol,dealer,manual,first owner
maruti celerio vxi,2016,399000,20194,petrol,dealer,manual,first owner
ford figo trend,2016,440000,34982,petrol,dealer,manual,first owner
hyundai eon magna,2012,250000,44588,petrol,dealer,manual,first owner
ford ecosport 1.5 diesel titanium,2016,650000,57904,diesel,dealer,manual,first owner
maruti alto k10 vxi,2015,270000,59258,petrol,dealer,manual,first owner
ford figo trend,2016,390000,60826,petrol,dealer,manual,first owner
mahindra xuv500 w10 2wd,2018,1500000,50000,diesel,individual,manual,first owner
maruti 800 ac,2014,225000,35000,petrol,individual,manual,first owner
mahindra xuv500 w8 2wd,2015,900000,110000,diesel,individual,manual,second owner
hyundai tucson 2.0 e-vgt 2wd at gl,2018,1600000,40000,diesel,individual,automatic,first owner
tata nexon 1.2 revotron xz plus dual tone,2019,800000,10000,petrol,individual,manual,first owner
honda amaze e i-dtech,2013,320000,50000,diesel,individual,manual,first owner
maruti alto 800 lxi,2016,300000,25000,petrol,individual,manual,first owner
hyundai i20 1.2 asta dual tone,2018,740000,25000,petrol,individual,manual,first owner
datsun redigo sv 1.0,2019,350000,1300,petrol,individual,manual,first owner
datsun go t bsiv,2014,280000,40000,petrol,individual,manual,first owner
maruti swift dzire amt vdi,2018,675000,50000,diesel,individual,automatic,first owner
hyundai i10 era 1.1 itech se,2011,300000,20000,petrol,individual,manual,first owner
chevrolet captiva 2.0l vcdi,2011,400000,76000,diesel,individual,manual,third owner
mahindra scorpio vlx 2wd bsiv,2010,420000,100000,diesel,individual,manual,third owner
tata new safari 3l dicor lx 4x2,2008,300000,120000,diesel,individual,manual,first owner
maruti wagon r vxi minor,2010,170000,70000,petrol,individual,manual,first owner
hyundai eon era plus,2014,210000,70000,petrol,individual,manual,third owner
maruti ertiga vdi,2015,600000,60000,diesel,individual,manual,second owner
maruti wagon r vxi bs iv,2014,260000,38000,petrol,individual,manual,second owner
tata nano twist xt,2015,82000,19000,petrol,individual,manual,first owner
mahindra tuv 300 t8,2016,690000,75000,diesel,individual,manual,first owner
hyundai grand i10 crdi asta,2015,300000,70000,diesel,individual,manual,first owner
honda brv i-dtec v mt,2017,1250000,30000,diesel,individual,manual,first owner
hyundai verna crdi 1.6 ex,2017,799000,31707,diesel,individual,manual,first owner
toyota fortuner 3.0 diesel,2010,1000000,180000,diesel,individual,manual,first owner
maruti alto 800 lxi,2014,190000,90000,petrol,individual,manual,second owner
mahindra verito 1.5 d2 bsiii,2014,250000,30000,diesel,individual,manual,first owner
hyundai verna 1.6 i abs,2009,200000,60000,petrol,individual,manual,first owner
mahindra bolero di,2005,300000,90000,diesel,individual,manual,second owner
tata zest revotron 1.2t xms,2015,250000,120000,petrol,individual,manual,second owner
maruti 800 ac,2008,90000,70000,petrol,individual,manual,third owner
hyundai santro le zipplus,2001,68000,70000,petrol,individual,manual,first owner
hyundai grand i10 1.2 kappa asta,2017,500000,26500,petrol,individual,manual,first owner
hyundai verna crdi 1.6 sx,2017,900000,50000,diesel,individual,manual,first owner
maruti alto lx,2007,100000,52000,petrol,individual,manual,second owner
renault duster 85ps diesel rxl,2016,700000,160000,diesel,individual,manual,first owner
volvo xc60 d3 kinetic,2012,1750000,115992,diesel,dealer,automatic,third owner
maruti wagon r vxi optional,2017,290000,110000,petrol,individual,manual,second owner
toyota innova 2.5 z diesel 7 seater bs iv,2014,1050000,97000,diesel,individual,manual,second owner
tata indigo lx dicor,2008,70000,100000,diesel,individual,manual,third owner
maruti swift zdi bsiv,2016,520000,41000,diesel,individual,manual,first owner
tata indigo ls,2012,150000,90000,diesel,individual,manual,first owner
hyundai i10 magna 1.1,2008,120000,90000,petrol,individual,manual,first owner
hyundai i20 asta option 1.2,2016,600000,25000,petrol,individual,manual,first owner
tata xenon xt ex 4x4,2010,150000,70000,diesel,individual,manual,second owner
volkswagen vento petrol highline,2011,400000,60000,petrol,individual,manual,first owner
maruti alto 800 lxi,2015,310000,30000,petrol,individual,manual,second owner
maruti baleno alpha 1.2,2015,550000,30000,petrol,individual,manual,first owner
hyundai i20 asta option 1.4 crdi,2016,550000,60000,diesel,individual,manual,first owner
hyundai grand i10 crdi magna,2013,320000,73000,diesel,individual,manual,first owner
maruti 800 ac bsii,1992,50000,100000,petrol,individual,manual,fourth & above owner
hyundai grand i10 1.2 kappa asta,2018,500000,32000,petrol,individual,manual,first owner
renault kwid rxt,2018,360000,26500,petrol,individual,manual,first owner
maruti vitara brezza vdi option,2017,700000,50000,diesel,individual,manual,second owner
maruti ertiga vdi,2012,700000,110000,diesel,individual,manual,second owner
hyundai i20 1.4 sportz,2017,655000,84000,diesel,dealer,manual,first owner
maruti vitara brezza vdi option,2017,700000,50000,diesel,individual,manual,second owner
chevrolet beat lt lpg,2011,200000,110000,lpg,individual,manual,first owner
renault duster 85ps diesel rxl optional,2012,375000,150000,diesel,individual,manual,first owner
hyundai verna 1.6 sx,2012,470000,109052,diesel,dealer,manual,first owner
maruti ciaz vdi,2015,550000,90658,diesel,dealer,manual,first owner
honda amaze vx i-dtec,2014,500000,110000,diesel,individual,manual,second owner
datsun go t option bsiv,2015,210000,25000,petrol,individual,manual,first owner
maruti eeco 7 seater standard bsiv,2018,270000,20000,petrol,individual,manual,first owner
skoda superb 1.8 tfsi mt,2010,300000,80000,petrol,individual,manual,first owner
maruti wagon r vxi minor,2007,80000,60000,petrol,individual,manual,third owner
mercedes-benz e-class e250 edition e,2013,1451000,81000,diesel,dealer,automatic,first owner
tata safari storme vx varicor 400,2018,1085000,15000,diesel,individual,manual,first owner
hyundai verna sx at diesel,2009,245000,75000,diesel,dealer,automatic,first owner
honda wr-v i-vtec vx,2017,700000,25552,petrol,dealer,manual,second owner
hyundai eon magna plus,2018,300000,20000,petrol,individual,manual,first owner
hyundai xcent 1.2 crdi e,2017,350000,80000,diesel,individual,manual,first owner
hyundai elite i20 asta option cvt bsiv,2017,635000,25000,petrol,dealer,automatic,first owner
honda city s,2012,325000,40700,petrol,individual,manual,first owner
mahindra xuv500 at w10 1.99 mhawk,2017,1150000,65500,diesel,dealer,automatic,first owner
tata indigo gle bsiii,2008,110000,42000,petrol,dealer,manual,first owner
honda city 1.5 v mt,2018,890000,8000,petrol,dealer,manual,first owner
maruti swift 1.3 lxi,2007,73000,80000,petrol,individual,manual,second owner
chevrolet beat ps,2014,170000,77000,petrol,individual,manual,first owner
maruti ciaz zxi plus,2016,750000,6000,petrol,dealer,manual,first owner
hyundai eon 1.0 era plus,2017,280000,28838,petrol,individual,manual,first owner
maruti baleno alpha 1.2,2018,690000,11174,petrol,dealer,manual,first owner
tata indigo gls,2008,130000,120000,petrol,individual,manual,first owner
maruti swift 1.3 lxi,2007,73000,80000,petrol,individual,manual,second owner
hyundai santro xing gls,2007,85000,85000,petrol,individual,manual,second owner
hyundai elantra 2.0 sx at,2018,1575000,10000,petrol,individual,automatic,first owner
nissan sunny diesel xv,2013,325000,105000,diesel,individual,manual,first owner
honda city 1.3 exi,1998,85000,120000,petrol,individual,manual,second owner
hyundai verna 1.6 crdi sx option,2018,860000,30000,diesel,dealer,manual,second owner
maruti s-cross sigma ddis 200 sh,2017,690000,41000,diesel,individual,manual,first owner
hyundai elantra crdi s,2013,650000,54000,diesel,dealer,manual,first owner
chevrolet sail ls abs,2014,375000,40000,diesel,individual,manual,first owner
hyundai verna 1.6 sx crdi (o),2013,525000,71000,diesel,dealer,manual,first owner
maruti eeco smiles 5 seater ac,2016,330000,72500,petrol,dealer,manual,first owner
maruti eeco smiles 5 seater ac,2013,280000,76600,petrol,dealer,manual,first owner
maruti swift zxi,2014,470000,40000,petrol,individual,manual,first owner
volkswagen polo diesel trendline 1.2l,2011,350000,110000,diesel,individual,manual,first owner
honda city 1.5 v elegance,2012,480000,63000,petrol,dealer,manual,first owner
hyundai verna 1.6 crdi sx,2016,620000,60000,diesel,individual,manual,first owner
datsun go t bsiv,2014,250000,58000,petrol,individual,manual,first owner
chevrolet spark 1.0,2010,78692,80000,petrol,individual,manual,second owner
hyundai i20 magna optional 1.4 crdi,2012,350000,80000,diesel,individual,manual,first owner
maruti wagon r lx minor,2013,250000,70000,petrol,individual,manual,second owner
hyundai i20 1.2 sportz,2011,260000,97700,petrol,individual,manual,fourth & above owner
honda mobilio s i dtec,2016,640000,36000,diesel,individual,manual,second owner
tata new safari dicor 2.2 ex 4x2,2008,220000,90000,diesel,individual,manual,second owner
volkswagen vento 1.5 tdi highline,2015,465000,130000,diesel,individual,manual,first owner
maruti swift vdi bsiii,2010,229999,120000,diesel,individual,manual,second owner
maruti wagon r vxi bs iv,2018,425000,15000,petrol,individual,manual,first owner
tata indica gls bs iv,2008,95000,120000,petrol,individual,manual,third owner
hyundai eon lpg magna plus,2012,170000,170000,lpg,individual,manual,third owner
datsun redigo t option,2016,229999,37500,petrol,individual,manual,second owner
maruti 800 std,1999,45000,50000,petrol,individual,manual,third owner
maruti grand vitara mt,2007,479000,145000,petrol,individual,manual,third owner
mahindra kuv 100 mfalcon g80 k8 5str,2016,370000,60000,petrol,individual,manual,first owner
hyundai eon sportz,2016,340000,30000,petrol,individual,manual,first owner
maruti swift dzire zxi,2016,620000,35000,petrol,individual,manual,first owner
tata manza club class quadrajet90 ex,2012,270000,60000,diesel,individual,manual,first owner
tata tiago 1.05 revotorq xz plus,2018,400000,35000,diesel,individual,manual,first owner
maruti wagon r vxi optional,2015,260000,40000,petrol,individual,manual,first owner
hyundai santro le zipplus,2003,48000,50000,petrol,individual,manual,fourth & above owner
tata nano twist xe,2015,100000,23800,petrol,individual,manual,second owner
nissan terrano xl plus 85 ps,2015,490000,70000,diesel,individual,manual,first owner
maruti wagon r duo lxi,2010,120000,90000,lpg,individual,manual,second owner
hyundai i10 era,2008,125000,102000,petrol,individual,manual,second owner
hyundai eon era plus,2013,160000,80000,petrol,individual,manual,first owner
maruti alto 800 lxi,2019,190000,5000,petrol,individual,manual,first owner
tata harrier xz bsiv,2019,1700000,10000,diesel,individual,manual,first owner
hyundai i10 sportz,2011,250000,50000,petrol,individual,manual,first owner
maruti ignis 1.2 delta bsiv,2019,500000,15000,petrol,individual,manual,first owner
toyota corolla altis 1.8 j,2008,400000,35000,petrol,individual,manual,second owner
fiat linea t jet plus,2011,500000,20000,petrol,individual,manual,first owner
toyota fortuner 4x2 at,2014,1800000,99000,diesel,individual,automatic,first owner
honda civic 1.8 v mt,2008,320000,90000,petrol,individual,manual,first owner
honda civic 1.8 s at,2007,250000,47000,petrol,dealer,automatic,first owner
ford figo diesel titanium,2010,105000,90000,diesel,individual,manual,third owner
hyundai i20 active 1.2 sx,2018,550000,20000,petrol,individual,manual,first owner
hyundai grand i10 1.2 kappa sportz at,2019,600000,1100,petrol,individual,automatic,first owner
maruti alto 800 vxi,2020,210000,40000,petrol,individual,manual,first owner
maruti alto 800 lxi airbag,2012,210000,15000,petrol,individual,manual,first owner
maruti alto lxi,2009,150000,40000,petrol,individual,manual,first owner
hyundai i10 era 1.1,2008,125000,60000,petrol,individual,manual,first owner
maruti celerio vxi,2016,380000,20000,petrol,individual,manual,first owner
maruti baleno delta 1.2,2019,600000,5000,petrol,individual,manual,first owner
maruti swift vxi deca,2016,490000,27000,petrol,individual,manual,first owner
maruti swift dzire ldi,2018,545000,38000,diesel,individual,manual,second owner
maruti wagon r vxi bs iv,2015,250000,25000,petrol,individual,manual,first owner
hyundai venue sx opt turbo bsiv,2020,1050000,1100,petrol,individual,manual,first owner
maruti wagon r lx minor,2007,100000,100000,petrol,individual,manual,first owner
ford figo diesel zxi,2014,250000,100000,diesel,individual,manual,second owner
maruti wagon r lx bsiii,2007,100000,110000,petrol,individual,manual,first owner
ford figo 1.5d ambiente abs mt,2016,350000,60000,diesel,individual,manual,second owner
renault duster 110ps diesel rxz plus,2012,370000,70000,diesel,individual,manual,second owner
maruti zen vxi - bs iii,2004,121000,110000,petrol,individual,manual,second owner
ford figo aspire 1.5 ti-vct titanium,2017,570000,44077,petrol,dealer,automatic,first owner
maruti ertiga shvs vdi,2017,785000,24000,diesel,individual,manual,first owner
maruti ciaz s 1.3,2018,850000,30000,diesel,individual,manual,first owner
maruti wagon r vxi bs iv,2016,375000,30000,petrol,individual,manual,second owner
maruti baleno alpha 1.2,2017,619000,40000,petrol,individual,manual,first owner
chevrolet cruze ltz,2011,335000,90000,diesel,individual,manual,second owner
toyota innova 2.5 g (diesel) 8 seater bs iv,2006,500000,50000,diesel,individual,manual,first owner
maruti wagon r lx,2003,60000,100000,petrol,individual,manual,second owner
maruti zen estilo vxi bsiv,2010,130000,50000,petrol,individual,manual,second owner
mahindra ingenio crde,2015,210000,210000,diesel,individual,manual,first owner
toyota innova crysta 2.4 vx mt 8s bsiv,2019,1900000,20000,diesel,individual,manual,first owner
tata indigo tdi,2013,270000,70000,diesel,individual,manual,second owner
maruti wagon r lxi minor,2010,225000,100000,petrol,individual,manual,second owner
maruti sx4 zxi mt bsiv,2011,150000,160000,petrol,individual,manual,second owner
chevrolet beat diesel lt,2013,173000,70000,diesel,individual,manual,first owner
bmw 5 series 520d luxury line,2018,4800000,9422,diesel,individual,automatic,first owner
volkswagen vento 1.5 highline plus at 16 alloy,2017,710000,110000,diesel,individual,automatic,first owner
toyota corolla altis 1.8 gl,2019,1500000,20000,petrol,individual,manual,first owner
maruti baleno zeta 1.2,2017,550000,20000,petrol,individual,manual,first owner
maruti 800 ac bsiii,2008,58000,70000,petrol,individual,manual,second owner
audi a4 1.8 tfsi,2012,1200000,60000,petrol,individual,automatic,third owner
mahindra scorpio m2di,2013,500000,150000,diesel,individual,manual,first owner
maruti swift lxi bsiv,2009,120000,83000,petrol,individual,manual,second owner
toyota innova 2.5 ev diesel ps 7 seater bsiii,2012,300000,250000,diesel,individual,manual,first owner
hyundai eon era plus,2018,300000,30000,petrol,individual,manual,first owner
datsun go plus t option bsiv,2015,295000,21000,petrol,individual,manual,first owner
maruti ertiga vxi cng,2018,587000,80000,cng,individual,manual,first owner
ambassador grand 1800 isz mpfi pw cl,2012,430000,50000,petrol,individual,manual,second owner
hyundai verna i (petrol),2007,123000,50000,petrol,individual,manual,second owner
skoda laura ambiente 2.0 tdi cr at,2012,450000,48500,diesel,individual,automatic,second owner
maruti wagon r lxi minor,2007,130000,60000,petrol,individual,manual,third owner
tata indica vista aqua 1.4 tdi,2010,110000,90000,diesel,individual,manual,second owner
mahindra xylo celebration edition bsiv,2010,200000,240000,diesel,individual,manual,third owner
hyundai grand i10 magna,2015,320000,70000,petrol,individual,manual,second owner
maruti wagon r lxi bs iv,2014,300000,50000,petrol,individual,manual,first owner
volkswagen crosspolo 1.2 mpi,2016,350000,110000,petrol,individual,manual,first owner
maruti ertiga vxi petrol,2018,800000,50000,petrol,individual,manual,first owner
hyundai xcent 1.1 crdi s,2016,270000,175000,diesel,individual,manual,first owner
hyundai i20 1.2 magna executive,2017,540000,60000,petrol,individual,manual,first owner
maruti wagon r lxi cng,2011,160000,60000,cng,individual,manual,second owner
maruti sx4 vdi,2013,340000,100000,diesel,individual,manual,second owner
maruti eeco 5 seater ac bsiv,2017,350000,40000,petrol,individual,manual,second owner
volkswagen vento diesel style limited edition,2011,300000,100000,diesel,individual,manual,first owner
maruti ritz vdi,2013,330000,63000,diesel,individual,manual,first owner
maruti wagon r lxi cng,2016,325000,80000,cng,individual,manual,second owner
maruti swift dzire vdi,2013,250000,55000,diesel,individual,manual,first owner
maruti swift star vdi,2013,250000,55000,diesel,individual,manual,first owner
chevrolet beat lt option,2015,240000,60000,petrol,individual,manual,first owner
hyundai grand i10 1.2 kappa magna bsiv,2020,545000,5000,petrol,individual,manual,first owner
hyundai i10 magna 1.1 itech se,2015,300000,48000,petrol,dealer,manual,first owner
chevrolet beat lt,2010,130000,80000,petrol,individual,manual,second owner
renault kwid rxt,2017,240000,50000,petrol,individual,manual,first owner
renault kwid 1.0 rxt optional,2018,360000,15000,petrol,individual,manual,first owner
hyundai i20 1.4 crdi magna,2012,250000,70000,diesel,individual,manual,first owner
skoda laura elegance 2.0 tdi cr at,2019,475000,105000,diesel,dealer,automatic,first owner
hyundai i20 asta option 1.4 crdi,2016,600000,50000,diesel,individual,manual,second owner
tata indigo cr4,2010,150000,80000,diesel,individual,manual,second owner
ford ecosport 1.5 diesel trend bsiv,2017,700000,50000,diesel,individual,manual,first owner
mahindra xuv500 w6 2wd,2016,1290000,5000,diesel,individual,manual,first owner
