name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,age_of_car,price_per_km,is_diesel,is_dealer,is_automatic,owner_priority,brand
hyundai santro xing xo,2006,80000,110000,petrol,individual,manual,first owner,20,0.7272727272727273,0,0,0,1,hyundai
hyundai i10 era,2013,265000,50000,petrol,individual,manual,first owner,13,5.3,0,0,0,1,hyundai
hyundai eon magna plus option,2018,320000,25000,petrol,individual,manual,first owner,8,12.8,0,0,0,1,hyundai
nissan terrano xl 110 ps,2014,500000,120000,diesel,individual,manual,third owner,12,4.166666666666667,1,0,0,3,nissan
hyundai creta 1.6 crdi sx option,2016,1300000,55000,diesel,individual,manual,first owner,10,23.636363636363637,1,0,0,1,hyundai
mahindra scorpio s11 bsiv,2018,1500000,35000,diesel,individual,manual,first owner,8,42.857142857142854,1,0,0,1,mahindra
toyota innova crysta 2.8 zx at bsiv,2016,1800000,110000,diesel,individual,automatic,first owner,10,16.363636363636363,1,0,1,1,toyota
mahindra xuv500 w6 2wd,2014,600000,80000,diesel,individual,manual,second owner,12,7.5,1,0,0,2,mahindra
tata tiago 1.2 revotron xt,2018,420000,80000,petrol,individual,manual,first owner,8,5.25,0,0,0,1,tata
maruti zen estilo lxi bs iv,2009,140000,120000,petrol,individual,manual,first owner,17,1.1666666666666667,0,0,0,1,maruti
skoda laura ambiente 2.0 tdi cr mt,2010,300000,100000,diesel,individual,manual,second owner,16,3.0,1,0,0,2,skoda
hyundai santro xing xl erlx euro iii,2006,100000,60000,petrol,dealer,manual,second owner,20,1.6666666666666667,0,1,0,2,hyundai
maruti alto k10 vxi,2017,350000,25000,petrol,dealer,manual,first owner,9,14.0,0,1,0,1,maruti
ford ecosport 1.5 ti vct mt titanium be bsiv,2018,850000,19000,petrol,dealer,manual,first owner,8,44.73684210526316,0,1,0,1,ford
maruti alto lx,2008,140000,54000,petrol,dealer,manual,first owner,18,2.5925925925925926,0,1,0,1,maruti
ford aspire titanium plus bsiv,2015,550000,17100,petrol,dealer,manual,second owner,11,32.16374269005848,0,1,0,2,ford
hyundai grand i10 asta option at,2017,525000,19000,petrol,dealer,automatic,first owner,9,27.63157894736842,0,1,1,1,hyundai
ford ecosport 1.5 dv5 mt titanium,2015,470000,146000,diesel,dealer,manual,first owner,11,3.219178082191781,1,1,0,1,ford
ford endeavour 3.0l 4x4 at,2013,900000,98000,diesel,dealer,automatic,first owner,13,9.183673469387756,1,1,1,1,ford
ford endeavour 2.5l 4x2,2011,500000,224642,diesel,dealer,manual,second owner,15,2.2257636595115784,1,1,0,2,ford
maruti zen lxi,1998,80000,120000,petrol,individual,manual,second owner,28,0.6666666666666666,0,0,0,2,maruti
mahindra verito 1.5 d2 bsiii,2011,175000,175000,diesel,individual,manual,first owner,15,1.0,1,0,0,1,mahindra
mahindra xuv500 at w10 awd,2017,1350000,15000,diesel,individual,automatic,second owner,9,90.0,1,0,1,2,mahindra
renault duster 110ps diesel rxz,2017,800000,50000,diesel,individual,manual,first owner,9,16.0,1,0,0,1,renault
datsun redigo 1.0 s,2017,250000,15000,petrol,individual,manual,first owner,9,16.666666666666668,0,0,0,1,datsun
maruti ignis 1.2 amt alpha bsiv,2018,700000,25000,petrol,individual,automatic,first owner,8,28.0,0,0,1,1,maruti
tata nexon 1.5 revotorq xm,2019,800000,25000,diesel,individual,manual,first owner,7,32.0,1,0,0,1,tata
mahindra xuv500 w6 2wd,2013,660000,69000,diesel,individual,manual,first owner,13,9.565217391304348,1,0,0,1,mahindra
maruti swift vdi bsiv,2015,465000,60000,diesel,individual,manual,third owner,11,7.75,1,0,0,3,maruti
mahindra scorpio 2.6 crde,2006,180000,222435,diesel,individual,manual,second owner,20,0.8092251669026906,1,0,0,2,mahindra
maruti swift dzire vdi,2017,600000,66000,diesel,individual,manual,third owner,9,9.090909090909092,1,0,0,3,maruti
ford fiesta 1.4 zxi duratec,2010,150000,110000,petrol,individual,manual,first owner,16,1.3636363636363635,0,0,0,1,ford
hyundai verna 1.6 sx,2014,450000,78000,diesel,individual,manual,second owner,12,5.769230769230769,1,0,0,2,hyundai
hyundai elite i20 sportz plus bsiv,2019,721000,10000,petrol,individual,manual,first owner,7,72.1,0,0,0,1,hyundai
maruti swift 1.2 dlx,2018,300000,35000,petrol,individual,manual,first owner,8,8.571428571428571,0,0,0,1,maruti
mahindra scorpio bsiv,2019,1000000,10000,diesel,individual,manual,first owner,7,100.0,1,0,0,1,mahindra
renault kwid rxt,2016,300000,40000,petrol,individual,manual,first owner,10,7.5,0,0,0,1,renault
mahindra scorpio lx,2013,450000,120000,diesel,individual,manual,first owner,13,3.75,1,0,0,1,mahindra
maruti esteem ax,1997,79000,70000,petrol,individual,automatic,first owner,29,1.1285714285714286,0,0,1,1,maruti
ford figo 1.5d trend mt,2017,545000,40000,diesel,individual,manual,first owner,9,13.625,1,0,0,1,ford
honda amaze v diesel bsiv,2018,844999,20000,diesel,individual,manual,first owner,8,42.24995,1,0,0,1,honda
skoda rapid 1.5 tdi ambition,2016,700000,93000,diesel,individual,manual,first owner,10,7.526881720430108,1,0,0,1,skoda
toyota etios vd,2016,650000,159000,diesel,individual,manual,first owner,10,4.088050314465409,1,0,0,1,toyota
ford ecosport 1.5 dv5 mt titanium,2014,525000,75000,diesel,individual,manual,second owner,12,7.0,1,0,0,2,ford
ford fiesta classic 1.4 sxi duratorq,2006,110000,101100,diesel,individual,manual,third owner,20,1.0880316518298714,1,0,0,3,ford
tata indica vista aqua 1.3 quadrajet bsiv,2011,180000,66000,diesel,individual,manual,first owner,15,2.727272727272727,1,0,0,1,tata
hyundai i10 era,2012,280000,30000,petrol,individual,manual,second owner,14,9.333333333333334,0,0,0,2,hyundai
renault kwid 1.0 rxt optional,2019,400000,10000,petrol,individual,manual,first owner,7,40.0,0,0,0,1,renault
mahindra xuv500 w8 4wd,2012,625000,126000,diesel,individual,manual,second owner,14,4.9603174603174605,1,0,0,2,mahindra
volkswagen vento 1.5 tdi highline,2015,535000,70000,diesel,individual,manual,first owner,11,7.642857142857143,1,0,0,1,volkswagen
maruti swift vdi optional,2017,459999,50000,diesel,individual,manual,first owner,9,9.19998,1,0,0,1,maruti
mahindra bolero di,2010,300000,100000,diesel,individual,manual,first owner,16,3.0,1,0,0,1,mahindra
honda civic 1.8 v at,2007,280000,60000,petrol,individual,automatic,first owner,19,4.666666666666667,0,0,1,1,honda
honda mobilio v i vtec,2014,500000,70000,petrol,individual,manual,first owner,12,7.142857142857143,0,0,0,1,honda
hyundai creta 1.6 sx,2019,1200000,1200,petrol,individual,manual,first owner,7,1000.0,0,0,0,1,hyundai
renault kwid rxt,2016,300000,40000,petrol,individual,manual,first owner,10,7.5,0,0,0,1,renault
tata manza elan quadrajet bs iv,2011,180000,80000,diesel,individual,manual,third owner,15,2.25,1,0,0,3,tata
hyundai i10 sportz at,2011,180000,134444,petrol,individual,automatic,second owner,15,1.3388474011484335,0,0,1,2,hyundai
maruti alto lxi,2009,78000,120000,petrol,individual,manual,second owner,17,0.65,0,0,0,2,maruti
nissan micra diesel xv premium,2011,160000,120000,diesel,individual,manual,first owner,15,1.3333333333333333,1,0,0,1,nissan
mahindra scorpio vlx 2wd airbag bsiv,2014,600000,238000,diesel,individual,manual,first owner,12,2.5210084033613445,1,0,0,1,mahindra
maruti wagon r lxi minor,2008,110000,100000,petrol,individual,manual,second owner,18,1.1,0,0,0,2,maruti
mahindra bolero slx 4wd bsiii,2011,450000,110000,diesel,individual,manual,second owner,15,4.090909090909091,1,0,0,2,mahindra
mahindra scorpio s9 bsiv,2019,1350000,35000,diesel,individual,manual,first owner,7,38.57142857142857,1,0,0,1,mahindra
honda city 1.3 dx,2003,120000,165000,petrol,individual,manual,second owner,23,0.7272727272727273,0,0,0,2,honda
honda br-v i-dtec vx mt,2018,1040000,42000,diesel,individual,manual,first owner,8,24.761904761904763,1,0,0,1,honda
hyundai grand i10 crdi sportz,2014,390000,70000,diesel,individual,manual,second owner,12,5.571428571428571,1,0,0,2,hyundai
tata nano lx bsiii,2011,65000,60000,petrol,individual,manual,second owner,15,1.0833333333333333,0,0,0,2,tata
volkswagen polo diesel highline 1.2l,2013,320000,115000,diesel,individual,manual,third owner,13,2.782608695652174,1,0,0,3,volkswagen
volkswagen ameo 1.5 tdi highline,2017,720000,70000,diesel,individual,manual,first owner,9,10.285714285714286,1,0,0,1,volkswagen
maruti swift zxi abs,2007,220000,80000,petrol,individual,manual,second owner,19,2.75,0,0,0,2,maruti
maruti wagon r lxi bs iv,2011,225000,65000,petrol,dealer,manual,first owner,15,3.4615384615384617,0,1,0,1,maruti
tata manza aura (abs) quadrajet bs iv,2010,200000,150000,diesel,individual,manual,second owner,16,1.3333333333333333,1,0,0,2,tata
toyota etios gd,2015,434999,75000,diesel,dealer,manual,second owner,11,5.799986666666666,1,1,0,2,toyota
ford figo diesel titanium,2012,300000,63700,diesel,individual,manual,first owner,14,4.7095761381475665,1,0,0,1,ford
honda amaze vx i-dtec,2018,700000,74800,diesel,individual,manual,first owner,8,9.358288770053475,1,0,0,1,honda
ford endeavour 2.5l 4x2 mt,2009,500000,105000,diesel,individual,manual,second owner,17,4.761904761904762,1,0,0,2,ford
renault duster 85ps diesel rxe,2016,500000,40000,diesel,individual,manual,first owner,10,12.5,1,0,0,1,renault
maruti ritz ldi,2016,400000,90000,diesel,individual,manual,second owner,10,4.444444444444445,1,0,0,2,maruti
toyota corolla altis d-4d j,2015,825000,75000,diesel,dealer,manual,second owner,11,11.0,1,1,0,2,toyota
maruti swift dzire vdi,2018,720000,15000,diesel,individual,manual,first owner,8,48.0,1,0,0,1,maruti
maruti 800 ac uniq,2009,110000,30000,petrol,individual,manual,second owner,17,3.6666666666666665,0,0,0,2,maruti
mahindra scorpio vlx 2wd airbag bsiv,2014,600000,100000,diesel,individual,manual,second owner,12,6.0,1,0,0,2,mahindra
mahindra scorpio vlx 2wd at bsiv,2009,275000,155000,diesel,individual,automatic,third owner,17,1.7741935483870968,1,0,1,3,mahindra
land rover range rover evoque 2.2l dynamic,2012,2349000,149000,diesel,individual,automatic,second owner,14,15.765100671140939,1,0,1,2,land
hyundai i20 1.4 sportz,2017,740000,60000,diesel,individual,manual,first owner,9,12.333333333333334,1,0,0,1,hyundai
maruti baleno alpha 1.3,2017,800000,90000,diesel,individual,manual,first owner,9,8.88888888888889,1,0,0,1,maruti
hyundai verna crdi 1.6 sx option,2019,1100000,100000,diesel,individual,manual,first owner,7,11.0,1,0,0,1,hyundai
bmw x1 sdrive20d,2012,750000,100000,diesel,individual,automatic,second owner,14,7.5,1,0,1,2,bmw
maruti alto k10 2010-2014 vxi,2012,200000,90000,petrol,individual,manual,second owner,14,2.2222222222222223,0,0,0,2,maruti
tata spacio sa 6 seater,2009,210000,75000,diesel,individual,manual,first owner,17,2.8,1,0,0,1,tata
maruti swift vdi bsiv,2009,270000,120000,diesel,individual,manual,second owner,17,2.25,1,0,0,2,maruti
toyota etios 1.4 vxd,2016,630000,90000,diesel,individual,manual,second owner,10,7.0,1,0,0,2,toyota
hyundai xcent 1.2 kappa s,2015,375000,55000,petrol,individual,manual,first owner,11,6.818181818181818,0,0,0,1,hyundai
mahindra xylo d2,2010,300000,70000,diesel,individual,manual,first owner,16,4.285714285714286,1,0,0,1,mahindra
mahindra bolero power plus slx,2016,580000,95000,diesel,individual,manual,second owner,10,6.105263157894737,1,0,0,2,mahindra
hyundai verna 1.4 crdi,2014,550000,50000,diesel,individual,manual,first owner,12,11.0,1,0,0,1,hyundai
maruti ciaz zdi plus shvs,2016,750000,50000,diesel,individual,manual,first owner,10,15.0,1,0,0,1,maruti
maruti omni e mpi std bs iv,2014,250000,60516,petrol,individual,manual,first owner,12,4.131138872364334,0,0,0,1,maruti
hyundai verna 1.6 sx,2012,434999,235000,diesel,individual,manual,second owner,14,1.8510595744680851,1,0,0,2,hyundai
mercedes-benz e-class 280 cdi,2007,900000,76731,diesel,dealer,automatic,first owner,19,11.729288032216445,1,1,1,1,mercedes-benz
maruti swift zdi,2016,685000,64000,diesel,dealer,manual,first owner,10,10.703125,1,1,0,1,maruti
maruti swift vdi bsiv,2014,540000,65000,diesel,dealer,manual,first owner,12,8.307692307692308,1,1,0,1,maruti
honda city i-vtec cvt zx,2018,1165000,13000,petrol,dealer,automatic,test drive car,8,89.61538461538461,0,1,1,0,honda
ford ecosport 1.5 dv5 mt titanium optional,2014,610000,77000,diesel,dealer,manual,first owner,12,7.922077922077922,1,1,0,1,ford
hyundai eon era,2011,254999,24000,petrol,dealer,manual,first owner,15,10.624958333333334,0,1,0,1,hyundai
nissan micra active xv,2014,280000,63840,petrol,dealer,manual,first owner,12,4.385964912280702,0,1,0,1,nissan
tata tiago 1.2 revotron xt,2017,370000,25000,petrol,individual,manual,first owner,9,14.8,0,0,0,1,tata
tata new safari dicor 2.2 ex 4x2,2011,459999,76400,diesel,individual,manual,second owner,15,6.020929319371728,1,0,0,2,tata
maruti zen lx,1998,42000,70000,petrol,individual,manual,third owner,28,0.6,0,0,0,3,maruti
maruti zen lx,1998,42000,70000,petrol,individual,manual,third owner,28,0.6,0,0,0,3,maruti
fiat linea active (diesel),2011,190000,80000,diesel,individual,manual,third owner,15,2.375,1,0,0,3,fiat
fiat punto 1.4 emotion,2010,165000,100000,petrol,individual,manual,fourth & above owner,16,1.65,0,0,0,4,fiat
ford ecosport 1.5 diesel trend plus bsiv,2017,710000,40000,diesel,individual,manual,first owner,9,17.75,1,0,0,1,ford
hyundai creta 1.6 sx option,2018,1200000,15000,petrol,individual,manual,first owner,8,80.0,0,0,0,1,hyundai
maruti zen estilo lxi bs iv,2011,229999,70000,petrol,individual,manual,first owner,15,3.2857,0,0,0,1,maruti
renault kwid rxt,2018,310000,15000,petrol,individual,manual,first owner,8,20.666666666666668,0,0,0,1,renault
maruti wagon r vxi bs iv,2015,320000,40000,petrol,individual,manual,first owner,11,8.0,0,0,0,1,maruti
maruti 800 ac,2006,100000,54000,petrol,individual,manual,first owner,20,1.8518518518518519,0,0,0,1,maruti
hyundai verna crdi,2009,160000,90000,diesel,individual,manual,first owner,17,1.7777777777777777,1,0,0,1,hyundai
maruti 800 ac bsiii,2007,60000,52000,petrol,individual,manual,first owner,19,1.1538461538461537,0,0,0,1,maruti
tata indigo ls,2012,100000,200000,diesel,individual,manual,third owner,14,0.5,1,0,0,3,tata
chevrolet beat diesel lt,2016,350000,35000,diesel,individual,manual,second owner,10,10.0,1,0,0,2,chevrolet
renault duster 110ps diesel rxz awd,2017,700000,60000,diesel,individual,manual,first owner,9,11.666666666666666,1,0,0,1,renault
maruti alto k10 vxi,2017,300000,31489,petrol,individual,manual,first owner,9,9.527136460351233,0,0,0,1,maruti
hyundai i20 1.4 asta option,2018,830000,40000,diesel,individual,manual,first owner,8,20.75,1,0,0,1,hyundai
mahindra quanto c6,2013,220000,110000,diesel,individual,manual,first owner,13,2.0,1,0,0,1,mahindra
tata indigo lx dicor,2009,130000,50000,diesel,individual,manual,first owner,17,2.6,1,0,0,1,tata
hyundai i20 1.2 magna,2012,330000,44000,petrol,individual,manual,first owner,14,7.5,0,0,0,1,hyundai
honda city 1.5 s mt,2010,254999,90000,petrol,individual,manual,second owner,16,2.8333222222222223,0,0,0,2,honda
hyundai verna 1.6 sx vtvt (o),2014,600000,50000,petrol,individual,manual,second owner,12,12.0,0,0,0,2,hyundai
hyundai i10 magna,2012,210000,50000,petrol,individual,manual,first owner,14,4.2,0,0,0,1,hyundai
maruti zen estilo 1.1 lxi bsiii,2007,120000,81366,petrol,individual,manual,first owner,19,1.4748174913354473,0,0,0,1,maruti
maruti esteem vxi - bsiii,2006,95000,110000,petrol,individual,manual,first owner,20,0.8636363636363636,0,0,0,1,maruti
toyota innova 2.5 g (diesel) 8 seater bs iv,2006,229999,300000,diesel,individual,manual,first owner,20,0.7666633333333334,1,0,0,1,toyota
hyundai verna transform vtvt,2010,229999,70000,petrol,individual,manual,first owner,16,3.2857,0,0,0,1,hyundai
hyundai i20 magna optional 1.4 crdi,2013,400000,100000,diesel,individual,manual,first owner,13,4.0,1,0,0,1,hyundai
maruti gypsy king hard top ambulance bsiv,2005,300000,70000,petrol,individual,manual,second owner,21,4.285714285714286,0,0,0,2,maruti
ford figo diesel celebration edition,2013,300000,50000,diesel,individual,manual,first owner,13,6.0,1,0,0,1,ford
ford fiesta 1.4 sxi tdci,2009,80000,180000,diesel,individual,manual,second owner,17,0.4444444444444444,1,0,0,2,ford
maruti 800 ac,2008,80000,50000,petrol,individual,manual,second owner,18,1.6,0,0,0,2,maruti
maruti esteem vxi,2007,100000,90000,petrol,individual,manual,second owner,19,1.1111111111111112,0,0,0,2,maruti
tata indica vista quadrajet ls,2012,300000,110000,diesel,individual,manual,first owner,14,2.727272727272727,1,0,0,1,tata
maruti baleno zeta automatic,2018,700000,26000,petrol,individual,automatic,first owner,8,26.923076923076923,0,0,1,1,maruti
maruti vitara brezza zdi plus,2016,975000,65000,diesel,individual,manual,first owner,10,15.0,1,0,0,1,maruti
chevrolet captiva lt,2009,500000,130000,diesel,individual,manual,first owner,17,3.8461538461538463,1,0,0,1,chevrolet
renault duster 85ps diesel rxl optional,2013,550000,75000,diesel,individual,manual,second owner,13,7.333333333333333,1,0,0,2,renault
nissan terrano xv premium 110 ps,2014,550000,110000,diesel,individual,manual,second owner,12,5.0,1,0,0,2,nissan
maruti alto k10 2010-2014 vxi,2014,240000,50000,petrol,individual,manual,first owner,12,4.8,0,0,0,1,maruti
maruti 800 std,1997,50000,80000,petrol,individual,manual,second owner,29,0.625,0,0,0,2,maruti
tata indica vista aura 1.2 safire,2009,120000,80000,petrol,individual,manual,second owner,17,1.5,0,0,0,2,tata
maruti alto 800 lxi,2013,900000,60000,petrol,individual,manual,second owner,13,15.0,0,0,0,2,maruti
honda city 1.5 v mt,2009,250000,90000,petrol,individual,manual,second owner,17,2.7777777777777777,0,0,0,2,honda
renault kwid 1.0 rxt optional,2017,280000,36000,petrol,individual,manual,first owner,9,7.777777777777778,0,0,0,1,renault
tata indica vista terra quadrajet 1.3l bs iv,2010,85000,87000,diesel,individual,manual,first owner,16,0.9770114942528736,1,0,0,1,tata
tata indica vista terra 1.4 tdi,2011,90000,80000,diesel,individual,manual,first owner,15,1.125,1,0,0,1,tata
chevrolet enjoy tcdi lt 8 seater,2015,500000,50000,diesel,individual,manual,first owner,11,10.0,1,0,0,1,chevrolet
maruti 800 std,2013,200000,60000,petrol,individual,manual,first owner,13,3.3333333333333335,0,0,0,1,maruti
renault kwid rxt,2015,250000,50000,petrol,individual,manual,first owner,11,5.0,0,0,0,1,renault
maruti swift dzire vdi,2014,185000,40000,diesel,individual,manual,third owner,12,4.625,1,0,0,3,maruti
hyundai i10 magna 1.1,2008,100000,60000,petrol,individual,manual,second owner,18,1.6666666666666667,0,0,0,2,hyundai
toyota etios vxd,2015,610000,55000,diesel,individual,manual,first owner,11,11.090909090909092,1,0,0,1,toyota
mahindra quanto c8,2012,290000,80000,diesel,individual,manual,first owner,14,3.625,1,0,0,1,mahindra
mahindra xylo e9,2012,300000,295000,diesel,individual,manual,first owner,14,1.0169491525423728,1,0,0,1,mahindra
hyundai eon era plus,2015,225000,80000,petrol,individual,manual,first owner,11,2.8125,0,0,0,1,hyundai
maruti alto k10 vxi,2017,320000,50000,petrol,individual,manual,second owner,9,6.4,0,0,0,2,maruti
tata indigo cr4,2012,135000,158000,diesel,individual,manual,third owner,14,0.8544303797468354,1,0,0,3,tata
toyota innova 2.5 g (diesel) 7 seater bs iv,2006,400000,400000,diesel,individual,manual,third owner,20,1.0,1,0,0,3,toyota
maruti wagon r vxi bs iv,2016,400000,25000,petrol,individual,manual,first owner,10,16.0,0,0,0,1,maruti
hyundai i20 active 1.2 s,2017,570000,35000,petrol,individual,manual,first owner,9,16.285714285714285,0,0,0,1,hyundai
maruti ignis 1.2 zeta bsiv,2018,500000,12000,petrol,individual,manual,first owner,8,41.666666666666664,0,0,0,1,maruti
maruti omni mpi std bsiv,2015,130000,70000,petrol,individual,manual,first owner,11,1.8571428571428572,0,0,0,1,maruti
tata tiago 1.2 revotron xz,2018,360000,4000,petrol,individual,manual,first owner,8,90.0,0,0,0,1,tata
ford figo aspire 1.2 ti-vct trend,2017,530000,10832,petrol,dealer,manual,first owner,9,48.92909896602659,0,1,0,1,ford
hyundai i10 era,2009,250000,50000,petrol,individual,manual,first owner,17,5.0,0,0,0,1,hyundai
nissan sunny xl,2016,600000,19495,petrol,dealer,manual,first owner,10,30.777122339061297,0,1,0,1,nissan
renault duster 85ps diesel rxl plus,2013,570000,62668,diesel,dealer,manual,first owner,13,9.09555115848599,1,1,0,1,renault
mahindra xuv500 w6 2wd,2013,850000,85710,diesel,dealer,manual,first owner,13,9.917162524792907,1,1,0,1,mahindra
ford figo diesel exi,2011,250000,55130,diesel,dealer,manual,second owner,15,4.53473607836024,1,1,0,2,ford
ford ecosport 1.5 dv5 mt titanium,2014,580000,63356,diesel,dealer,manual,second owner,12,9.154618347117873,1,1,0,2,ford
toyota fortuner 3.0 diesel,2012,1680000,129627,diesel,dealer,manual,first owner,14,12.960262908190423,1,1,0,1,toyota
chevrolet spark 1.0 lt,2010,180000,15000,petrol,individual,manual,first owner,16,12.0,0,0,0,1,chevrolet
tata tiago 1.2 revotron xe,2017,300000,50000,petrol,individual,manual,first owner,9,6.0,0,0,0,1,tata
toyota etios liva vx,2012,269000,70000,petrol,individual,manual,second owner,14,3.842857142857143,0,0,0,2,toyota
maruti alto k10 vxi,2018,231999,20000,petrol,individual,manual,first owner,8,11.59995,0,0,0,1,maruti
chevrolet beat ls,2011,150000,60000,petrol,individual,manual,third owner,15,2.5,0,0,0,3,chevrolet
hyundai grand i10 asta option,2017,495000,5000,petrol,individual,manual,first owner,9,99.0,0,0,0,1,hyundai
maruti ciaz vxi,2014,700000,15000,petrol,individual,manual,first owner,12,46.666666666666664,0,0,0,1,maruti
datsun go plus t bsiv,2018,400000,4400,petrol,individual,manual,second owner,8,90.9090909090909,0,0,0,2,datsun
mahindra xylo h4,2019,599000,15000,diesel,individual,manual,third owner,7,39.93333333333333,1,0,0,3,mahindra
renault duster 85ps diesel rxl optional,2013,421000,45000,diesel,individual,manual,first owner,13,9.355555555555556,1,0,0,1,renault
ford ecosport 1.5 diesel trend bsiv,2018,841000,1000,diesel,individual,manual,first owner,8,841.0,1,0,0,1,ford
hyundai i10 magna 1.1l,2014,295000,38500,petrol,individual,manual,first owner,12,7.662337662337662,0,0,0,1,hyundai
hyundai i10 sportz,2011,220000,25000,petrol,individual,manual,first owner,15,8.8,0,0,0,1,hyundai
ford classic 1.4 duratorq lxi,2013,250000,35000,diesel,individual,manual,first owner,13,7.142857142857143,1,0,0,1,ford
toyota fortuner 3.0 diesel,2009,1100000,110000,diesel,individual,manual,second owner,17,10.0,1,0,0,2,toyota
hyundai verna 1.6 vtvt,2012,300000,40000,petrol,individual,manual,first owner,14,7.5,0,0,0,1,hyundai
chevrolet aveo u-va 1.2,2007,80000,110000,petrol,individual,manual,second owner,19,0.7272727272727273,0,0,0,2,chevrolet
chevrolet beat diesel lt,2013,215000,20000,diesel,individual,manual,third owner,13,10.75,1,0,0,3,chevrolet
hyundai eon magna plus,2012,245000,14987,petrol,dealer,manual,first owner,14,16.347501167678654,0,1,0,1,hyundai
ford ecosport 1.5 tdci titanium bsiv,2016,650000,25061,diesel,dealer,manual,first owner,10,25.93671441682295,1,1,0,1,ford
ford ecosport 1.5 diesel titanium,2017,760000,42494,diesel,dealer,manual,first owner,9,17.88487786511037,1,1,0,1,ford
honda amaze s i-dtech,2014,395000,44875,diesel,dealer,manual,first owner,12,8.802228412256268,1,1,0,1,honda
ford figo diesel exi,2014,280000,89741,diesel,dealer,manual,second owner,12,3.1200900368839215,1,1,0,2,ford
honda jazz 1.5 s i dtec,2016,495000,65000,diesel,dealer,manual,first owner,10,7.615384615384615,1,1,0,1,honda
honda jazz 1.5 vx i dtec,2016,525000,35000,diesel,dealer,manual,first owner,10,15.0,1,1,0,1,honda
toyota innova 2.5 gx 8 str bsiv,2009,420000,347089,diesel,dealer,manual,first owner,17,1.2100642774619765,1,1,0,1,toyota
tata new safari dicor 2.2 vx 4x2,2010,210000,34500,diesel,individual,manual,first owner,16,6.086956521739131,1,0,0,1,tata
hyundai i20 active 1.2 s,2018,650000,30000,petrol,individual,manual,first owner,8,21.666666666666668,0,0,0,1,hyundai
bmw 3 series 320d luxury line,2018,2300000,39000,diesel,individual,automatic,first owner,8,58.97435897435897,1,0,1,1,bmw
ford freestyle titanium plus diesel bsiv,2019,525000,16000,diesel,individual,manual,first owner,7,32.8125,1,0,0,1,ford
maruti wagon r lxi cng,2010,195000,80000,cng,individual,manual,second owner,16,2.4375,0,0,0,2,maruti
maruti ertiga shvs vdi,2016,650000,60000,diesel,individual,manual,first owner,10,10.833333333333334,1,0,0,1,maruti
mahindra tuv 300 t6 plus,2015,540000,110000,diesel,individual,manual,first owner,11,4.909090909090909,1,0,0,1,mahindra
maruti alto 800 lxi,2014,180000,61000,petrol,individual,manual,first owner,12,2.9508196721311477,0,0,0,1,maruti
mahindra bolero power plus zlx,2017,750000,29000,diesel,individual,manual,first owner,9,25.862068965517242,1,0,0,1,mahindra
maruti ertiga shvs zdi plus,2018,980000,50000,diesel,individual,manual,first owner,8,19.6,1,0,0,1,maruti
fiat grande punto evo 90hp 1.3 sport,2014,250000,90000,diesel,individual,manual,first owner,12,2.7777777777777777,1,0,0,1,fiat
hyundai grand i10 1.2 kappa sportz at,2018,550000,35000,petrol,individual,automatic,first owner,8,15.714285714285714,0,0,1,1,hyundai
volkswagen vento 1.6 highline,2015,509999,43000,petrol,individual,manual,second owner,11,11.860441860465116,0,0,0,2,volkswagen
maruti alto k10 lxi,2017,320000,50000,petrol,individual,manual,first owner,9,6.4,0,0,0,1,maruti
hyundai eon d lite,2016,275000,25000,petrol,individual,manual,first owner,10,11.0,0,0,0,1,hyundai
mahindra xuv500 w8 2wd,2013,550000,222252,diesel,individual,manual,first owner,13,2.4746683944351457,1,0,0,1,mahindra
maruti wagon r vxi minor,2009,145000,50000,petrol,individual,manual,second owner,17,2.9,0,0,0,2,maruti
fiat grande punto emotion 90hp,2013,250000,80000,diesel,individual,manual,first owner,13,3.125,1,0,0,1,fiat
hyundai verna 1.6 sx,2012,520000,35000,diesel,individual,manual,first owner,14,14.857142857142858,1,0,0,1,hyundai
maruti alto lxi,2007,95000,85000,petrol,individual,manual,second owner,19,1.1176470588235294,0,0,0,2,maruti
toyota innova 2.5 v diesel 7-seater,2011,725000,110000,diesel,individual,manual,third owner,15,6.590909090909091,1,0,0,3,toyota
maruti 800 ac,2006,55000,70000,petrol,individual,manual,second owner,20,0.7857142857142857,0,0,0,2,maruti
honda city i dtec vx,2014,600000,100000,diesel,individual,manual,first owner,12,6.0,1,0,0,1,honda
volkswagen vento new diesel highline,2013,330000,120000,diesel,individual,manual,second owner,13,2.75,1,0,0,2,volkswagen
maruti swift dzire vdi,2015,470000,89000,diesel,individual,manual,first owner,11,5.280898876404494,1,0,0,1,maruti
maruti swift zdi,2013,365000,120000,diesel,individual,manual,first owner,13,3.0416666666666665,1,0,0,1,maruti
hyundai eon magna plus,2013,250000,40000,petrol,individual,manual,second owner,13,6.25,0,0,0,2,hyundai
maruti wagon r vxi bs iv,2017,430000,17000,petrol,individual,manual,first owner,9,25.294117647058822,0,0,0,1,maruti
maruti swift vdi,2013,400000,125000,diesel,individual,manual,second owner,13,3.2,1,0,0,2,maruti
maruti swift dzire zxi,2015,615000,110000,petrol,individual,manual,second owner,11,5.590909090909091,0,0,0,2,maruti
ford figo diesel titanium,2011,150000,120000,diesel,individual,manual,second owner,15,1.25,1,0,0,2,ford
